ref_name,rx_name,iso_name,section,assay_name,potency_type,potency,cumulative_count,potency_upper_limit,potency_lower_limit,potency_unit,date_added
Wibmer21,CP_39,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,7288,1,NULL,20,NULL,2021-07-05
Wibmer21,CP_40,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,7363,1,NULL,20,NULL,2021-07-05
Wibmer21,CP_41,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,8966,1,NULL,20,NULL,2021-07-05
Wibmer21,CP_42,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,15312,1,NULL,20,NULL,2021-07-05
Wibmer21,CP_43,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,1245,1,1245,20,NULL,2021-07-05
Wibmer21,CP_44,S:614G,Figure 2; Figure S2,HIV pseudovirus,NT50,1245,1,1245,20,NULL,2021-07-05
Wibmer21,CP_01,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,41,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_02,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,40,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_03,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,36,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_04,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,50,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_05,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_06,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_07,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_08,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_09,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_10,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_11,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_12,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_13,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_14,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_15,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_16,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,72,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_17,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_18,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_19,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_20,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_21,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,44,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_22,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_23,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_24,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,291,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_25,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_26,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_27,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,198,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_28,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,72,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_29,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,40,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_30,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_31,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,100,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_32,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,204,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_33,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_34,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,233,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_35,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,302,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_36,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,303,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_37,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,66,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_38,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,1217,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_39,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,912,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_40,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,109,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_41,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,116,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_42,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,177,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_43,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,258,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_44,S:80A+242del+243del+244del+246I+417N+484K+501Y+614G+701V,Figure 2; Figure S2,HIV pseudovirus,NT50,401,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_01,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,43,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_02,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,42,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_03,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,39,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_04,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,84,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_05,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,76,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_06,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_07,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,28,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_08,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_09,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_10,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_11,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_12,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,28,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_13,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,26,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_14,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,26,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_15,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_16,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,67,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_17,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_18,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_19,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_20,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,24,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_21,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,33,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_22,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,20,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_23,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,39,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_24,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,765,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_25,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,56,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_26,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,46,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_27,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,337,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_28,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,146,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_29,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,44,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_30,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,53,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_31,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,267,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_32,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,381,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_33,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,24,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_34,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,936,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_35,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,1227,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_36,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,1245,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_37,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,232,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_38,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,2079,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_39,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,2210,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_40,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,562,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_41,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,359,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_42,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,2163,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_43,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,822,1,NULL,20,NULL,2021-01-27
Wibmer21,CP_44,S:417N+484K+501Y,Figure 2; Figure S2,HIV pseudovirus,NT50,950,1,NULL,20,NULL,2021-01-27
