ref_name,rx_name,iso_name,section,assay_name,potency_type,potency,cumulative_count,potency_upper_limit,potency_lower_limit,potency_unit,date_added
Wang21,Moderna_02_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1514,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1501,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,2290,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1941,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,2487,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1992,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,2798,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,3433,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,8871,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,9346,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1231,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,1071,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,2061,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_417N,S:417N,Figure 1I,Pseudovirus (HIV),NT50,7303,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,186,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,1347,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,1476,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,1795,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,2119,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,2137,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,2175,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,2446,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,2611,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,6235,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,8605,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,655,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,1386,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,1841,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_501Y,Wuhan-Hu-1,Figure 1I,Pseudovirus (HIV),NT50,6579,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,92,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1020,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,903,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1426,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1268,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,868,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1625,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1704,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1742,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,4251,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,6598,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,489,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,705,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,1077,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_501Y,S:501Y,Figure 1I,Pseudovirus (HIV),NT50,3588,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,281,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,1412,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,1609,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2126,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2392,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2575,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2884,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,3147,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,4016,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,8604,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,10241,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,842,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,1512,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,1808,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_484K,S:683G,Figure 1I,Pseudovirus (HIV),NT50,7367,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,197,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,871,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,768,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,1975,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,2371,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,1834,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,1317,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,997,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,3147,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,4176,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,4576,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,269,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,1320,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,1391,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_484K,S:484K,Figure 1I,Pseudovirus (HIV),NT50,2960,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,373,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2108,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2300,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2476,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2935,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,3478,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,3524,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,4381,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,4971,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,8273,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,24252,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,927,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,1990,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,2999,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_417N_484K_501Y,S:683G,Figure 1I,Pseudovirus (HIV),NT50,13047,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,168,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,971,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,1277,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,1681,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,2126,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,1234,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,2183,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,2973,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,2737,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,5014,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,21098,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,510,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,736,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,1416,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_417N_484K_501Y,S:417N+484K+501Y,Figure 1I,Pseudovirus (HIV),NT50,7595,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,41,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,337,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,353,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,388,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,535,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,640,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,739,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,749,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,980,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2489,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,3080,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,263,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,472,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,489,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_ExtFig2J,Wuhan-Hu-1,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2455,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,43,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,335,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,196,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,316,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,531,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,775,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,615,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,412,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,427,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1734,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2543,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,233,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,433,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,440,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_ExtFig2J,S:346S,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2644,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,54,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,882,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,626,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,467,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,879,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1703,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1443,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,816,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,942,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2773,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,3106,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,592,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,346,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,723,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_ExtFig2J,S:439K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,3133,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,37,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,677,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,436,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,391,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,778,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1239,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1005,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,761,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_09_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,926,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_10_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,2381,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_11_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,3216,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_01_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,545,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_02_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,634,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_03_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,772,1,NULL,10,NULL,2021-01-27
Wang21,Pfizer-BioNTech_04_ExtFig2J,S:440K,Ext Data Fig 2J,Pseudovirus (HIV),NT50,3403,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_01_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,44,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_02_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,656,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_03_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,704,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_04_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,494,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_05_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,732,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_06_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1450,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_07_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,1151,1,NULL,10,NULL,2021-01-27
Wang21,Moderna_08_ExtFig2J,S:453F,Ext Data Fig 2J,Pseudovirus (HIV),NT50,816,1,NULL,10,NULL,2021-01-27
